Scan Time,Symbol,Tag,Instrument Key,Current LTP,Current Week RSI,Previous Week RSI,Weekly RSI Change,Current Hour,Current Hourly RSI,Previous Hourly RSI,Hourly RSI Change,Hourly RSI Rising,Current 15m Candle,Current 15m RSI,Previous 15m Candle RSI,15m RSI Change,15m RSI Rising,15m Rising Count,History Transition,Category,Signal,Reason
2026-09-25 13:45:57,PAYTM,All Time High,NSE_EQ|INE982J01020,1661.8,64.71,80.78,-16.07,2026-09-25 13:00,20.27,32.98,-12.71,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 64.71 > 50 + Hourly RSI 20.27 < 30
2026-09-25 13:45:23,NSE:PAYTM,6M-Nifty India Internet Index-Top-2,NSE_EQ|INE982J01020,1662.0,64.72,80.78,-16.06,2026-09-25 13:00,20.29,32.98,-12.69,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 64.72 > 50 + Hourly RSI 20.29 < 30
2026-09-25 13:45:30,NSE:PFOCUS,Nifty Smallcap 250-TOP-2,NSE_EQ|INE367G01038,310.6,57.76,68.16,-10.4,2026-09-25 13:00,22.14,27.98,-5.84,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 57.76 > 50 + Hourly RSI 22.14 < 30
2026-09-25 13:45:41,NSE:KALYANKJIL,Nifty-500-Top-3,NSE_EQ|INE303R01014,569.05,60.77,63.67,-2.9,2026-09-25 13:00,24.15,29.56,-5.41,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 60.77 > 50 + Hourly RSI 24.15 < 30
2026-09-25 13:46:27,PINELABS,Volume Shocker,NSE_EQ|INE15B701018,176.98,51.04,56.77,-5.73,2026-09-25 13:00,27.44,31.48,-4.04,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 51.04 > 50 + Hourly RSI 27.44 < 30
2026-09-25 13:45:20,NSE:MTARTECH,6M-niftyindiadefence-Top-4,NSE_EQ|INE864I01014,6827.5,56.01,60.7,-4.68,2026-09-25 13:00,28.26,43.11,-14.85,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 56.01 > 50 + Hourly RSI 28.26 < 30
2026-09-25 13:45:13,NSE:PARAS,3M-niftyindiadefence-Top-5,NSE_EQ|INE045601023,1324.7,60.11,63.49,-3.38,2026-09-25 13:00,29.8,37.07,-7.26,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 60.11 > 50 + Hourly RSI 29.80 < 30
2026-09-25 13:45:47,PARAS,Volume Shocker,NSE_EQ|INE045601023,1325.3,60.15,63.49,-3.34,2026-09-25 13:00,29.96,37.07,-7.1,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 60.15 > 50 + Hourly RSI 29.96 < 30
2026-09-25 13:45:39,NSE:PVRINOX,Nifty Smallcap 250-TOP-10,NSE_EQ|INE191H01014,1248.0,65.78,78.75,-12.97,2026-09-25 13:00,30.41,34.24,-3.83,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 30.41 is 30-50
2026-09-25 13:45:32,NSE:ECLERX,Nifty Smallcap 250-TOP-4,NSE_EQ|INE738I01010,1870.5,54.37,56.48,-2.11,2026-09-25 13:00,30.57,35.29,-4.72,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 30.57 is 30-50
