Scan Time,Symbol,Tag,Instrument Key,Current LTP,Current Week RSI,Previous Week RSI,Weekly RSI Change,Current Hour,Current Hourly RSI,Previous Hourly RSI,Hourly RSI Change,Hourly RSI Rising,Current 15m Candle,Current 15m RSI,Previous 15m Candle RSI,15m RSI Change,15m RSI Rising,15m Rising Count,History Transition,Category,Signal,Reason
2026-09-16 14:31:03,NSE:SOLARINDS,,NSE_EQ|INE343H01029,18905.0,54.53,78.64,-24.11,2026-09-16 14:00,12.83,14.47,-1.64,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 54.53 > 50 + Hourly RSI 12.83 < 30
2026-09-16 14:31:23,AEROFLEX,,NSE_EQ|INE024001021,481.25,58.65,73.49,-14.84,2026-09-16 14:00,17.49,24.9,-7.41,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 58.65 > 50 + Hourly RSI 17.49 < 30
2026-09-16 14:31:36,JINDALSAW,"Volume Shocker, Watch for Entry",NSE_EQ|INE324A01032,283.1,58.47,70.56,-12.09,2026-09-16 14:00,19.83,23.84,-4.01,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 58.47 > 50 + Hourly RSI 19.83 < 30
2026-09-16 14:30:35,NSE:JINDALSAW,,NSE_EQ|INE324A01032,283.3,58.54,70.56,-12.02,2026-09-16 14:00,19.94,23.84,-3.9,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 58.54 > 50 + Hourly RSI 19.94 < 30
2026-09-16 14:31:22,SUDEEPPHRM,,NSE_EQ|INE0QPI01025,1113.3,62.09,69.27,-7.17,2026-09-16 14:00,20.19,24.86,-4.67,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 62.09 > 50 + Hourly RSI 20.19 < 30
2026-09-16 14:31:39,INOXINDIA,Volume Shocker,NSE_EQ|INE616N01034,1979.8,60.24,81.03,-20.79,2026-09-16 14:00,20.41,22.31,-1.9,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 60.24 > 50 + Hourly RSI 20.41 < 30
2026-09-16 14:30:33,NSE:INOXINDIA,,NSE_EQ|INE616N01034,1980.0,60.25,81.03,-20.78,2026-09-16 14:00,20.42,22.31,-1.89,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 60.25 > 50 + Hourly RSI 20.42 < 30
2026-09-16 14:31:43,NAZARA,"Volume Shocker, All Time High",NSE_EQ|INE418L01047,352.15,63.65,72.95,-9.3,2026-09-16 14:00,21.72,26.85,-5.13,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 63.65 > 50 + Hourly RSI 21.72 < 30
2026-09-16 14:30:49,NSE:NYKAA,,NSE_EQ|INE388Y01029,328.55,62.52,73.45,-10.93,2026-09-16 14:00,22.53,34.23,-11.7,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 62.52 > 50 + Hourly RSI 22.53 < 30
2026-09-16 14:30:46,NSE:MTARTECH,,NSE_EQ|INE864I01014,6701.0,54.98,62.12,-7.14,2026-09-16 14:00,22.62,31.37,-8.75,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 54.98 > 50 + Hourly RSI 22.62 < 30
2026-09-16 14:30:17,NSE:DATAPATTNS,,NSE_EQ|INE0IX101010,4332.7,53.2,63.47,-10.27,2026-09-16 14:00,22.65,24.7,-2.06,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 53.20 > 50 + Hourly RSI 22.65 < 30
2026-09-16 14:30:56,NSE:PPLPHARMA,,NSE_EQ|INE0DK501011,202.22,59.5,66.67,-7.18,2026-09-16 14:00,22.65,24.11,-1.46,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 59.50 > 50 + Hourly RSI 22.65 < 30
2026-09-16 14:29:50,CPPLUS,IPO,NSE_EQ|INE819V01029,3551.7,62.71,72.6,-9.88,2026-09-16 14:00,24.26,32.05,-7.8,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 62.71 > 50 + Hourly RSI 24.26 < 30
2026-09-16 14:30:47,NSE:NAVINFLUOR,,NSE_EQ|INE048G01026,8201.5,66.36,77.51,-11.15,2026-09-16 14:00,24.85,25.2,-0.35,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 66.36 > 50 + Hourly RSI 24.85 < 30
2026-09-16 14:31:18,NSE:WOCKPHARMA,,NSE_EQ|INE049B01025,2036.7,60.0,68.2,-8.2,2026-09-16 14:00,25.24,29.46,-4.21,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 60.00 > 50 + Hourly RSI 25.24 < 30
2026-09-16 14:31:50,PCJEWELLER,Volume Shocker,NSE_EQ|INE785M01021,12.37,62.16,72.78,-10.62,2026-09-16 14:00,25.55,32.43,-6.88,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 62.16 > 50 + Hourly RSI 25.55 < 30
2026-09-16 14:31:35,CARTRADE,Volume Shocker,NSE_EQ|INE290S01011,2898.1,61.0,69.06,-8.07,2026-09-16 14:00,26.54,43.4,-16.86,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 61.00 > 50 + Hourly RSI 26.54 < 30
2026-09-16 14:30:08,NSE:CARTRADE,,NSE_EQ|INE290S01011,2900.0,61.07,69.06,-8.0,2026-09-16 14:00,26.68,43.4,-16.72,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 61.07 > 50 + Hourly RSI 26.68 < 30
2026-09-16 14:30:41,NSE:MEDANTA,,NSE_EQ|INE474Q01031,1399.7,59.23,65.83,-6.6,2026-09-16 14:00,26.79,33.81,-7.01,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 59.23 > 50 + Hourly RSI 26.79 < 30
2026-09-16 14:31:25,PARAS,Volume Shocker,NSE_EQ|INE045601023,1323.7,60.27,68.15,-7.87,2026-09-16 14:00,26.93,33.32,-6.39,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 60.27 > 50 + Hourly RSI 26.93 < 30
2026-09-16 14:30:51,NSE:PARAS,,NSE_EQ|INE045601023,1325.4,60.38,68.15,-7.77,2026-09-16 14:00,27.17,33.32,-6.15,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 60.38 > 50 + Hourly RSI 27.17 < 30
