Scan Time,Symbol,Tag,Instrument Key,Current LTP,Current Week RSI,Previous Week RSI,Weekly RSI Change,Current Hour,Current Hourly RSI,Previous Hourly RSI,Hourly RSI Change,Hourly RSI Rising,Current 15m Candle,Current 15m RSI,Previous 15m Candle RSI,15m RSI Change,15m RSI Rising,15m Rising Count,History Transition,Category,Signal,Reason
2026-08-28 10:44:55,NSE:AFFLE,,NSE_EQ|INE00WC01027,1641.5,56.7,63.48,-6.77,2026-08-28 10:00,24.41,26.73,-2.32,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 56.70 > 50 + Hourly RSI 24.41 < 30
2026-08-28 10:44:54,NSE:AEGISLOG,,NSE_EQ|INE208C01025,1294.3,63.28,71.9,-8.62,2026-08-28 10:00,33.07,35.97,-2.9,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 33.07 is 30-50
2026-08-28 10:46:26,AEGISLOG,All Time High,NSE_EQ|INE208C01025,1294.6,63.3,71.9,-8.6,2026-08-28 10:00,33.19,35.97,-2.78,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 33.19 is 30-50
2026-08-28 10:46:16,NSE:TBOTEK,,NSE_EQ|INE673O01025,1681.0,66.22,67.59,-1.37,2026-08-28 10:00,34.14,38.67,-4.53,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 34.14 is 30-50
2026-08-28 10:46:20,NSE:VIJAYA,,NSE_EQ|INE043W01024,1451.1,65.19,71.02,-5.83,2026-08-28 10:00,34.2,46.95,-12.75,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 34.20 is 30-50
2026-08-28 10:46:24,NSE:ZENTEC,,NSE_EQ|INE251B01027,1829.6,56.37,61.37,-5.0,2026-08-28 10:00,35.89,32.47,3.42,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 35.89 is 30-50
2026-08-28 10:45:13,NSE:CHENNPETRO,,NSE_EQ|INE178A01016,1358.7,69.18,73.24,-4.06,2026-08-28 10:00,37.13,33.4,3.74,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 37.13 is 30-50
2026-08-28 10:44:57,NSE:ALIVUS,,NSE_EQ|INE03Q201024,1340.0,71.79,73.32,-1.53,2026-08-28 10:00,37.96,48.43,-10.47,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 37.96 is 30-50
2026-08-28 10:45:31,NSE:HINDCOPPER,,NSE_EQ|INE531E01026,533.4,54.48,63.56,-9.08,2026-08-28 10:00,38.57,42.01,-3.44,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 38.57 is 30-50
2026-08-28 10:46:27,PARAS,Volume Shocker,NSE_EQ|INE045601023,1440.6,69.24,73.5,-4.26,2026-08-28 10:00,39.83,44.84,-5.01,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 39.83 is 30-50
