Scan Time,Symbol,Instrument Key,Current LTP,Current Week RSI,Previous Week RSI,Weekly RSI Change,Current Hour,Current Hourly RSI,Previous Hourly RSI,Hourly RSI Change,Hourly RSI Rising,Current 15m Candle,Current 15m RSI,Previous 15m Candle RSI,15m RSI Change,15m RSI Rising,15m Rising Count,History Transition,Category,Signal,Reason
2026-08-14 13:01:04,NSE:EMCURE,NSE_EQ|INE168P01015,1942.2,67.23,71.03,-3.8,2026-08-14 13:00,29.88,51.23,-21.35,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 67.23 > 50 + Hourly RSI 29.88 < 30
2026-08-14 13:01:44,NSE:LALPATHLAB,NSE_EQ|INE600L01024,1918.5,72.92,74.36,-1.43,2026-08-14 13:00,34.19,58.88,-24.7,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 34.19 is 30-50
2026-08-14 13:02:27,NSE:PPLPHARMA,NSE_EQ|INE0DK501011,206.96,69.05,71.18,-2.13,2026-08-14 13:00,34.81,52.25,-17.44,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 34.81 is 30-50
2026-08-14 13:00:20,NSE:ASTERDM,NSE_EQ|INE914M01019,824.7,60.98,69.34,-8.37,2026-08-14 13:00,35.87,32.23,3.64,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 35.87 is 30-50
2026-08-14 13:01:46,NSE:LAURUSLABS,NSE_EQ|INE947Q01028,1814.7,82.7,86.3,-3.6,2026-08-14 13:00,37.68,55.08,-17.4,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 37.68 is 30-50
2026-08-14 13:00:39,NSE:BHARATFORG,NSE_EQ|INE465A01025,2065.8,57.52,73.24,-15.72,2026-08-14 13:00,38.13,44.11,-5.98,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 38.13 is 30-50
2026-08-14 13:00:27,NSE:AUROPHARMA,NSE_EQ|INE406A01037,1631.9,68.33,71.9,-3.57,2026-08-14 13:00,38.51,56.2,-17.69,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 38.51 is 30-50
2026-08-14 13:02:52,NSE:TECHM,NSE_EQ|INE669C01036,1622.5,59.83,61.01,-1.18,2026-08-14 13:00,39.56,49.29,-9.73,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 39.56 is 30-50
2026-08-14 13:01:08,NSE:EXIDEIND,NSE_EQ|INE302A01020,477.55,73.28,78.45,-5.17,2026-08-14 13:00,39.78,49.83,-10.05,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 39.78 is 30-50
2026-08-14 13:02:22,NSE:POLYMED,NSE_EQ|INE205C01021,1784.2,60.6,56.14,4.46,2026-08-14 13:00,40.03,46.08,-6.06,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 40.03 is 30-50
2026-08-14 13:00:09,NSE:AEGISLOG,NSE_EQ|INE208C01025,1268.3,66.92,75.7,-8.78,2026-08-14 13:00,41.24,27.92,13.32,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 41.24 is 30-50
2026-08-14 13:01:49,NSE:LLOYDSME,NSE_EQ|INE281B01032,1926.1,63.9,79.62,-15.72,2026-08-14 13:00,41.91,31.99,9.92,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 41.91 is 30-50
2026-08-14 13:02:38,NSE:SCHNEIDER,NSE_EQ|INE839M01018,1370.3,61.83,61.11,0.72,2026-08-14 13:00,41.93,46.29,-4.36,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 41.93 is 30-50
2026-08-14 13:02:56,NSE:TVSMOTOR,NSE_EQ|INE494B01023,4336.0,68.29,72.44,-4.15,2026-08-14 13:00,41.98,43.27,-1.3,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 41.98 is 30-50
2026-08-14 13:02:42,NSE:SONACOMS,NSE_EQ|INE073K01018,794.3,76.89,82.84,-5.95,2026-08-14 13:00,42.01,47.74,-5.73,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 42.01 is 30-50
2026-08-14 13:01:35,NSE:IPCALAB,NSE_EQ|INE571A01038,1733.5,57.92,58.11,-0.18,2026-08-14 13:00,42.15,61.19,-19.04,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 42.15 is 30-50
2026-08-14 13:03:10,NSE:ZYDUSLIFE,NSE_EQ|INE010B01027,1147.6,66.65,63.0,3.65,2026-08-14 13:00,42.31,51.83,-9.52,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 42.31 is 30-50
2026-08-14 13:00:11,NSE:AKUMS,NSE_EQ|INE09XN01023,732.55,71.3,68.24,3.05,2026-08-14 13:00,43.23,60.48,-17.25,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 43.23 is 30-50
2026-08-14 13:01:52,NSE:M&M,NSE_EQ|INE101A01026,3415.0,57.06,61.28,-4.23,2026-08-14 13:00,43.58,47.51,-3.94,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 43.58 is 30-50
2026-08-14 13:01:40,NSE:JINDALSAW,NSE_EQ|INE324A01032,267.15,61.31,63.19,-1.88,2026-08-14 13:00,44.43,36.33,8.1,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 44.43 is 30-50
2026-08-14 13:00:16,NSE:APARINDS,NSE_EQ|INE372A01015,16765.0,71.73,71.31,0.42,2026-08-14 13:00,45.21,55.47,-10.26,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 45.21 is 30-50
2026-08-14 13:01:34,NSE:INOXINDIA,NSE_EQ|INE616N01034,1931.0,71.63,74.01,-2.38,2026-08-14 13:00,45.68,49.41,-3.73,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 45.68 is 30-50
2026-08-14 13:02:37,NSE:SAREGAMA,NSE_EQ|INE979A01025,523.3,72.95,72.36,0.59,2026-08-14 13:00,45.78,54.39,-8.62,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 45.78 is 30-50
2026-08-14 13:01:50,NSE:LTM,NSE_EQ|INE214T01019,4711.4,57.42,56.3,1.12,2026-08-14 13:00,46.04,54.09,-8.05,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 46.04 is 30-50
2026-08-14 13:02:44,NSE:SYRMA,NSE_EQ|INE0DYJ01015,1462.1,69.27,67.87,1.39,2026-08-14 13:00,46.11,51.68,-5.57,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 46.11 is 30-50
2026-08-14 13:01:55,NSE:MIDHANI,NSE_EQ|INE099Z01011,420.1,56.51,60.86,-4.35,2026-08-14 13:00,46.49,62.68,-16.19,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 46.49 is 30-50
2026-08-14 13:01:37,NSE:J&KBANK,NSE_EQ|INE168A01041,156.23,55.82,57.47,-1.65,2026-08-14 13:00,46.9,50.77,-3.87,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 46.90 is 30-50
2026-08-14 13:02:32,NSE:RRKABEL,NSE_EQ|INE777K01022,2778.4,77.2,76.89,0.31,2026-08-14 13:00,46.91,60.98,-14.07,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 46.91 is 30-50
2026-08-14 13:01:13,NSE:GRANULES,NSE_EQ|INE101D01020,856.6,66.11,69.39,-3.27,2026-08-14 13:00,47.22,44.53,2.69,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 47.22 is 30-50
2026-08-14 13:01:19,NSE:HEROMOTOCO,NSE_EQ|INE158A01026,5817.5,64.24,62.71,1.53,2026-08-14 13:00,47.3,51.98,-4.68,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 47.30 is 30-50
2026-08-14 13:01:42,NSE:KIRLOSENG,NSE_EQ|INE146L01010,2090.4,58.61,61.53,-2.92,2026-08-14 13:00,48.25,41.01,7.24,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 48.25 is 30-50
2026-08-14 13:00:48,NSE:CHENNPETRO,NSE_EQ|INE178A01016,1336.7,70.58,67.39,3.2,2026-08-14 13:00,48.65,50.41,-1.76,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 48.65 is 30-50
2026-08-14 13:00:37,NSE:BEML,NSE_EQ|INE258A01024,1881.2,56.19,51.02,5.16,2026-08-14 13:00,48.67,60.93,-12.27,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 48.67 is 30-50
2026-08-14 13:02:30,NSE:RKFORGE,NSE_EQ|INE399G01023,736.05,72.68,71.91,0.78,2026-08-14 13:00,48.74,45.07,3.67,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 48.74 is 30-50
2026-08-14 13:00:25,NSE:ATHERENERG,NSE_EQ|INE0LEZ01016,1518.0,80.88,80.03,0.85,2026-08-14 13:00,50.4,52.93,-2.53,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 50.40 >= 50
2026-08-14 13:02:54,NSE:TORNTPHARM,NSE_EQ|INE685A01028,4891.0,63.27,64.59,-1.32,2026-08-14 13:00,50.48,56.61,-6.12,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 50.48 >= 50
2026-08-14 13:02:34,NSE:SAILIFE,NSE_EQ|INE570L01029,1447.7,80.13,76.43,3.71,2026-08-14 13:00,50.53,54.01,-3.48,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 50.53 >= 50
2026-08-14 13:01:06,NSE:ENRIN,NSE_EQ|INE1NPP01017,3546.1,55.98,58.43,-2.45,2026-08-14 13:00,50.88,54.3,-3.41,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 50.88 >= 50
2026-08-14 13:00:07,NSE:ADANIENSOL,NSE_EQ|INE931S01010,1602.7,64.9,67.41,-2.51,2026-08-14 13:00,51.11,40.49,10.62,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 51.11 >= 50
2026-08-14 13:00:31,NSE:BALRAMCHIN,NSE_EQ|INE119A01028,624.55,69.92,72.85,-2.93,2026-08-14 13:00,51.71,48.18,3.53,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 51.71 >= 50
2026-08-14 13:00:58,NSE:DATAPATTNS,NSE_EQ|INE0IX101010,4493.5,60.88,59.2,1.68,2026-08-14 13:00,51.75,59.43,-7.68,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 51.75 >= 50
2026-08-14 13:00:02,NSE:ABB,NSE_EQ|INE117A01022,7693.0,63.87,62.86,1.01,2026-08-14 13:00,52.47,55.48,-3.01,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 52.47 >= 50
2026-08-14 13:01:17,NSE:HCLTECH,NSE_EQ|INE860A01027,1363.9,56.41,55.81,0.6,2026-08-14 13:00,52.49,57.88,-5.39,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 52.49 >= 50
2026-08-14 13:02:02,NSE:MTARTECH,NSE_EQ|INE864I01014,7088.0,60.63,60.61,0.02,2026-08-14 13:00,52.93,62.64,-9.71,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 52.93 >= 50
2026-08-14 13:01:58,NSE:MOTHERSON,NSE_EQ|INE775A01035,168.0,73.78,74.34,-0.55,2026-08-14 13:00,52.96,48.99,3.97,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 52.96 >= 50
2026-08-14 13:00:49,NSE:COFORGE,NSE_EQ|INE591G01025,1816.3,67.83,66.42,1.42,2026-08-14 13:00,53.85,61.21,-7.37,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 53.85 >= 50
2026-08-14 13:00:56,NSE:CYIENTDLM,NSE_EQ|INE055S01018,711.2,84.93,83.67,1.26,2026-08-14 13:00,53.89,65.52,-11.64,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 53.89 >= 50
2026-08-14 13:02:10,NSE:OFSS,NSE_EQ|INE881D01027,11687.0,66.57,67.88,-1.31,2026-08-14 13:00,54.25,34.89,19.36,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 54.25 >= 50
2026-08-14 13:02:47,NSE:TATATECH,NSE_EQ|INE142M01025,860.55,69.63,71.7,-2.07,2026-08-14 13:00,54.96,60.72,-5.76,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 54.96 >= 50
2026-08-14 13:00:18,NSE:ASHOKLEY,NSE_EQ|INE208A01029,177.95,57.55,57.36,0.2,2026-08-14 13:00,55.12,48.21,6.9,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 55.12 >= 50
2026-08-14 13:03:07,NSE:WOCKPHARMA,NSE_EQ|INE049B01025,1931.7,60.61,65.98,-5.37,2026-08-14 13:00,55.4,49.06,6.34,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 55.40 >= 50
2026-08-14 13:02:06,NSE:NETWEB,NSE_EQ|INE0NT901020,5039.9,64.23,63.12,1.11,2026-08-14 13:00,56.02,75.0,-18.99,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 56.02 >= 50
2026-08-14 13:02:04,NSE:NAUKRI,NSE_EQ|INE663F01032,1345.4,70.37,62.69,7.68,2026-08-14 13:00,56.3,62.8,-6.5,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 56.30 >= 50
2026-08-14 13:00:22,NSE:ASTRAMICRO,NSE_EQ|INE386C01029,1735.3,67.43,75.98,-8.55,2026-08-14 13:00,56.61,48.44,8.17,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 56.61 >= 50
2026-08-14 13:00:29,NSE:BAJAJ-AUTO,NSE_EQ|INE917I01010,11757.0,72.53,71.78,0.75,2026-08-14 13:00,56.7,45.99,10.71,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 56.70 >= 50
2026-08-14 13:02:16,NSE:PAYTM,NSE_EQ|INE982J01020,1609.3,73.7,67.35,6.34,2026-08-14 13:00,57.46,80.69,-23.23,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 57.46 >= 50
2026-08-14 13:01:30,NSE:IFCI,NSE_EQ|INE039A01010,76.35,58.23,56.21,2.02,2026-08-14 13:00,57.51,59.13,-1.61,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 57.51 >= 50
2026-08-14 13:00:59,NSE:DIVISLAB,NSE_EQ|INE361B01024,8527.0,83.75,81.95,1.8,2026-08-14 13:00,57.57,55.24,2.33,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 57.57 >= 50
2026-08-14 13:00:13,NSE:ALIVUS,NSE_EQ|INE03Q201024,1379.8,78.14,75.95,2.19,2026-08-14 13:00,57.91,57.97,-0.06,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 57.91 >= 50
2026-08-14 13:03:00,NSE:VIJAYA,NSE_EQ|INE043W01024,1480.5,69.88,62.6,7.28,2026-08-14 13:00,58.3,58.03,0.28,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 58.30 >= 50
2026-08-14 13:01:16,NSE:HAL,NSE_EQ|INE066F01020,4967.0,66.21,65.06,1.15,2026-08-14 13:00,59.21,55.38,3.83,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 59.21 >= 50
2026-08-14 13:00:05,NSE:ACMESOLAR,NSE_EQ|INE622W01025,375.45,66.01,64.67,1.35,2026-08-14 13:00,60.42,55.87,4.55,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 60.42 >= 50
2026-08-14 13:01:22,NSE:HFCL,NSE_EQ|INE548A01028,224.68,76.7,73.37,3.33,2026-08-14 13:00,60.7,65.89,-5.19,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 60.70 >= 50
2026-08-14 13:02:00,NSE:MPHASIS,NSE_EQ|INE356A01018,2542.6,58.14,55.35,2.79,2026-08-14 13:00,62.18,61.78,0.4,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 62.18 >= 50
2026-08-14 13:00:00,NSE:AARTIIND,NSE_EQ|INE769A01020,532.6,65.96,60.77,5.19,2026-08-14 13:00,63.31,67.77,-4.46,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 63.31 >= 50
2026-08-14 13:02:28,NSE:RADICO,NSE_EQ|INE944F01028,4635.1,86.51,85.12,1.39,2026-08-14 13:00,63.45,74.44,-10.99,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 63.45 >= 50
2026-08-14 13:03:09,NSE:ZENTEC,NSE_EQ|INE251B01027,1842.0,58.42,53.65,4.77,2026-08-14 13:00,64.48,62.03,2.44,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 64.48 >= 50
2026-08-14 13:02:24,NSE:POWERINDIA,NSE_EQ|INE07Y701011,35830.0,62.55,56.44,6.11,2026-08-14 13:00,65.31,57.73,7.58,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 65.31 >= 50
2026-08-14 13:01:02,NSE:EICHERMOT,NSE_EQ|INE066A01021,8115.5,65.24,63.89,1.35,2026-08-14 13:00,65.49,63.54,1.95,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 65.49 >= 50
2026-08-14 13:00:15,NSE:ANANDRATHI,NSE_EQ|INE463V01026,2191.0,75.5,72.06,3.44,2026-08-14 13:00,66.55,77.65,-11.1,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 66.55 >= 50
2026-08-14 13:02:18,NSE:PERSISTENT,NSE_EQ|INE262H01021,5603.0,57.85,55.65,2.2,2026-08-14 13:00,66.72,56.46,10.26,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 66.72 >= 50
2026-08-14 13:00:33,NSE:BDL,NSE_EQ|INE171Z01026,1369.1,52.85,47.67,5.18,2026-08-14 13:00,66.79,70.73,-3.95,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 66.79 >= 50
2026-08-14 13:01:24,NSE:HONASA,NSE_EQ|INE0J5401028,488.5,77.87,76.44,1.42,2026-08-14 13:00,67.35,58.37,8.98,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 67.35 >= 50
2026-08-14 13:02:20,NSE:POLICYBZR,NSE_EQ|INE417T01026,1745.4,58.72,49.42,9.3,2026-08-14 13:00,68.31,67.92,0.38,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 68.31 >= 50
2026-08-14 13:01:12,NSE:GLAND,NSE_EQ|INE068V01023,2956.9,79.38,72.27,7.12,2026-08-14 13:00,68.83,71.16,-2.33,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 68.83 >= 50
2026-08-14 13:00:44,NSE:BHEL,NSE_EQ|INE257A01026,426.1,66.21,62.46,3.75,2026-08-14 13:00,69.46,63.28,6.18,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 69.46 >= 50
2026-08-14 13:01:26,NSE:HSCL,NSE_EQ|INE019C01026,782.75,72.51,70.03,2.48,2026-08-14 13:00,70.11,66.54,3.58,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 70.11 >= 50
2026-08-14 13:03:02,NSE:WELCORP,NSE_EQ|INE191B01025,1886.3,88.66,87.92,0.74,2026-08-14 13:00,70.25,69.71,0.54,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 70.25 >= 50
2026-08-14 13:01:10,NSE:FINCABLES,NSE_EQ|INE235A01022,1269.6,66.83,53.33,13.5,2026-08-14 13:00,71.3,67.99,3.31,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 71.30 >= 50
2026-08-14 13:02:40,NSE:SOLARINDS,NSE_EQ|INE343H01029,20069.0,71.67,65.64,6.03,2026-08-14 13:00,71.48,79.7,-8.22,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 71.48 >= 50
2026-08-14 13:01:28,NSE:IDEA,NSE_EQ|INE669E01016,14.04,61.88,53.55,8.34,2026-08-14 13:00,71.63,59.23,12.4,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 71.63 >= 50
