Scan Time,Symbol,Tag,Instrument Key,Current LTP,Current Week RSI,Previous Week RSI,Weekly RSI Change,Current Hour,Current Hourly RSI,Previous Hourly RSI,Hourly RSI Change,Hourly RSI Rising,Current 15m Candle,Current 15m RSI,Previous 15m Candle RSI,15m RSI Change,15m RSI Rising,15m Rising Count,History Transition,Category,Signal,Reason
2026-08-26 10:16:04,NSE:RKFORGE,,NSE_EQ|INE399G01023,718.8,68.57,72.78,-4.21,2026-08-26 10:00,28.17,29.32,-1.16,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 68.57 > 50 + Hourly RSI 28.17 < 30
2026-08-26 10:15:39,NSE:JUSTDIAL,,NSE_EQ|INE599M01018,653.0,53.75,57.16,-3.42,2026-08-26 10:00,29.26,29.94,-0.68,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 53.75 > 50 + Hourly RSI 29.26 < 30
2026-08-26 10:16:14,NSE:TATATECH,,NSE_EQ|INE142M01025,793.35,59.14,63.16,-4.02,2026-08-26 10:00,33.8,36.55,-2.75,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 33.80 is 30-50
2026-08-26 10:15:06,NSE:BALRAMCHIN,,NSE_EQ|INE119A01028,664.25,65.32,80.12,-14.8,2026-08-26 10:00,34.06,35.38,-1.32,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 34.06 is 30-50
2026-08-26 10:14:55,NSE:AEGISLOG,,NSE_EQ|INE208C01025,1317.8,64.76,71.9,-7.14,2026-08-26 10:00,34.55,34.92,-0.36,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 34.55 is 30-50
2026-08-26 10:16:29,AEGISLOG,All Time High,NSE_EQ|INE208C01025,1317.9,64.76,71.9,-7.13,2026-08-26 10:00,34.59,34.92,-0.33,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 34.59 is 30-50
2026-08-26 10:16:11,NSE:SONATSOFTW,,NSE_EQ|INE269A01021,300.8,51.34,52.13,-0.79,2026-08-26 10:00,37.81,27.54,10.26,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 37.81 is 30-50
2026-08-26 10:16:10,NSE:SONACOMS,,NSE_EQ|INE073K01018,801.05,74.21,78.16,-3.95,2026-08-26 10:00,38.55,45.69,-7.14,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 38.55 is 30-50
2026-08-26 10:16:27,NSE:ZENTEC,,NSE_EQ|INE251B01027,1864.0,58.05,61.37,-3.32,2026-08-26 10:00,38.58,37.83,0.75,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 38.58 is 30-50
2026-08-26 10:15:07,NSE:BDL,,NSE_EQ|INE171Z01026,1342.9,50.68,51.82,-1.14,2026-08-26 10:00,39.85,49.56,-9.71,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 39.85 is 30-50
2026-08-26 10:15:31,NSE:HONASA,,NSE_EQ|INE0J5401028,480.8,70.82,71.23,-0.42,2026-08-26 10:00,41.57,49.33,-7.76,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 41.57 is 30-50
2026-08-26 10:15:24,NSE:GROWW,,NSE_EQ|INE0HOQ01053,196.41,55.39,55.85,-0.46,2026-08-26 10:00,42.65,65.78,-23.13,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 42.65 is 30-50
2026-08-26 10:15:25,NSE:HAL,,NSE_EQ|INE066F01020,4887.4,61.78,66.2,-4.42,2026-08-26 10:00,42.76,44.82,-2.06,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 42.76 is 30-50
2026-08-26 10:15:12,NSE:CHENNPETRO,,NSE_EQ|INE178A01016,1388.0,72.57,73.24,-0.67,2026-08-26 10:00,42.79,48.53,-5.74,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 42.79 is 30-50
2026-08-26 10:15:44,NSE:MIDHANI,,NSE_EQ|INE099Z01011,416.15,54.93,57.17,-2.24,2026-08-26 10:00,43.13,36.23,6.91,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 43.13 is 30-50
2026-08-26 10:15:34,NSE:INOXINDIA,,NSE_EQ|INE616N01034,1907.2,68.97,71.46,-2.49,2026-08-26 10:00,43.62,37.21,6.41,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 43.62 is 30-50
2026-08-26 10:15:08,NSE:BEML,,NSE_EQ|INE258A01024,1922.6,58.0,58.92,-0.91,2026-08-26 10:00,43.65,43.15,0.49,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 43.65 is 30-50
2026-08-26 10:16:05,NSE:RRKABEL,,NSE_EQ|INE777K01022,2832.5,74.6,79.4,-4.8,2026-08-26 10:00,43.95,35.39,8.57,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 43.95 is 30-50
2026-08-26 10:15:00,NSE:ANANDRATHI,,NSE_EQ|INE463V01026,2164.4,72.69,75.43,-2.74,2026-08-26 10:00,43.98,44.39,-0.41,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 43.98 is 30-50
2026-08-26 10:15:09,NSE:BHARATFORG,,NSE_EQ|INE465A01025,2038.3,55.63,57.34,-1.71,2026-08-26 10:00,44.25,52.78,-8.53,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 44.25 is 30-50
2026-08-26 10:15:49,NSE:NAUKRI,,NSE_EQ|INE663F01032,1337.8,68.96,70.63,-1.67,2026-08-26 10:00,44.25,51.96,-7.71,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 44.25 is 30-50
2026-08-26 10:15:58,NSE:PARAS,,NSE_EQ|INE045601023,1449.9,69.88,73.5,-3.62,2026-08-26 10:00,44.38,42.83,1.56,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 44.38 is 30-50
2026-08-26 10:16:30,PARAS,Volume Shocker,NSE_EQ|INE045601023,1449.9,69.88,73.5,-3.62,2026-08-26 10:00,44.38,42.83,1.56,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 44.38 is 30-50
2026-08-26 10:16:08,NSE:SAREGAMA,,NSE_EQ|INE979A01025,507.75,66.16,65.95,0.22,2026-08-26 10:00,44.48,42.04,2.44,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 44.48 is 30-50
2026-08-26 10:16:03,NSE:RADICO,,NSE_EQ|INE944F01028,4616.3,84.45,86.0,-1.55,2026-08-26 10:00,46.27,49.93,-3.65,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 46.27 is 30-50
2026-08-26 10:15:36,NSE:JINDALSAW,,NSE_EQ|INE324A01032,280.85,62.68,67.32,-4.64,2026-08-26 10:00,46.33,47.94,-1.61,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 46.33 is 30-50
2026-08-26 10:15:18,NSE:DATAPATTNS,,NSE_EQ|INE0IX101010,4628.6,60.9,65.47,-4.57,2026-08-26 10:00,46.42,35.65,10.77,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 46.42 is 30-50
2026-08-26 10:15:29,NSE:HINDCOPPER,,NSE_EQ|INE531E01026,548.55,57.66,63.56,-5.9,2026-08-26 10:00,46.48,29.67,16.81,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 46.48 is 30-50
2026-08-26 10:16:17,NSE:TORNTPHARM,,NSE_EQ|INE685A01028,4897.5,62.62,62.59,0.02,2026-08-26 10:00,46.78,56.41,-9.63,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 46.78 is 30-50
2026-08-26 10:16:23,NSE:WELCORP,,NSE_EQ|INE191B01025,2259.5,88.52,92.94,-4.41,2026-08-26 10:00,47.13,60.67,-13.54,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 47.13 is 30-50
2026-08-26 10:16:31,WELCORP,Strong Momentum,NSE_EQ|INE191B01025,2261.1,88.65,92.94,-4.29,2026-08-26 10:00,47.37,60.67,-13.3,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 47.37 is 30-50
2026-08-26 10:15:03,NSE:ASTRAMICRO,,NSE_EQ|INE386C01029,1684.7,63.1,62.15,0.95,2026-08-26 10:00,47.76,58.18,-10.41,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 47.76 is 30-50
2026-08-26 10:15:20,NSE:DYNAMATECH,,NSE_EQ|INE221B01012,11573.0,58.87,59.01,-0.14,2026-08-26 10:00,48.76,41.77,7.0,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 48.76 is 30-50
2026-08-26 10:14:52,NSE:ACMESOLAR,,NSE_EQ|INE622W01025,397.4,69.01,70.63,-1.62,2026-08-26 10:00,49.62,50.5,-0.88,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 49.62 is 30-50
2026-08-26 10:16:12,NSE:STYL,,NSE_EQ|INE04VU01023,390.25,62.68,63.29,-0.6,2026-08-26 10:00,49.83,55.72,-5.89,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 49.83 is 30-50
2026-08-26 10:14:59,NSE:ALIVUS,,NSE_EQ|INE03Q201024,1358.2,73.69,73.32,0.37,2026-08-26 10:00,49.93,47.45,2.49,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 49.93 is 30-50
2026-08-26 10:14:50,NSE:AARTIIND,,NSE_EQ|INE769A01020,534.9,65.4,64.11,1.29,2026-08-26 10:00,50.33,56.33,-5.99,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 50.33 >= 50
2026-08-26 10:15:02,NSE:APLAPOLLO,,NSE_EQ|INE702C01027,2134.3,64.28,64.67,-0.4,2026-08-26 10:00,50.51,54.33,-3.83,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 50.51 >= 50
2026-08-26 10:15:22,NSE:FINCABLES,,NSE_EQ|INE235A01022,1277.1,67.26,66.51,0.75,2026-08-26 10:00,51.12,44.79,6.33,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 51.12 >= 50
2026-08-26 10:14:57,NSE:AFFLE,,NSE_EQ|INE00WC01027,1717.2,63.33,63.48,-0.15,2026-08-26 10:00,51.52,48.25,3.27,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 51.52 >= 50
2026-08-26 10:15:26,NSE:HEXT,,NSE_EQ|INE093A01041,556.25,51.38,46.96,4.42,2026-08-26 10:00,52.41,51.29,1.12,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 52.41 >= 50
2026-08-26 10:15:47,NSE:NAM-INDIA,,NSE_EQ|INE298J01013,1237.6,64.82,66.49,-1.67,2026-08-26 10:00,52.6,44.64,7.95,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 52.60 >= 50
2026-08-26 10:16:24,NSE:WELSPUNLIV,,NSE_EQ|INE192B01031,188.83,73.16,73.5,-0.34,2026-08-26 10:00,52.91,56.86,-3.95,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 52.91 >= 50
2026-08-26 10:15:43,NSE:MEESHO,,NSE_EQ|INE0VDM01015,205.2,60.92,61.19,-0.27,2026-08-26 10:00,53.04,52.54,0.5,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 53.04 >= 50
2026-08-26 10:16:18,NSE:UNIMECH,,NSE_EQ|INE0U3I01011,1496.6,73.26,73.07,0.19,2026-08-26 10:00,53.13,45.7,7.44,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 53.13 >= 50
