Scan Time,Symbol,Tag,Instrument Key,Current LTP,Current Week RSI,Previous Week RSI,Weekly RSI Change,Current Hour,Current Hourly RSI,Previous Hourly RSI,Hourly RSI Change,Hourly RSI Rising,Current 15m Candle,Current 15m RSI,Previous 15m Candle RSI,15m RSI Change,15m RSI Rising,15m Rising Count,History Transition,Category,Signal,Reason
2026-09-02 10:00:43,NSE:HFCL,,NSE_EQ|INE548A01028,232.34,70.78,81.07,-10.29,2026-09-02 10:00,26.57,32.35,-5.78,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 70.78 > 50 + Hourly RSI 26.57 < 30
2026-09-02 10:00:16,NSE:APARINDS,,NSE_EQ|INE372A01015,17033.0,68.62,75.02,-6.4,2026-09-02 10:00,32.1,42.8,-10.7,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 32.10 is 30-50
2026-09-02 10:00:40,NSE:FINCABLES,,NSE_EQ|INE235A01022,1208.8,60.52,68.16,-7.63,2026-09-02 10:00,33.3,43.87,-10.56,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 33.30 is 30-50
2026-09-02 10:02:06,CARTRADE,Volume Shocker,NSE_EQ|INE290S01011,2946.4,64.98,67.83,-2.85,2026-09-02 10:00,33.81,36.04,-2.23,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 33.81 is 30-50
2026-09-02 10:01:17,NSE:SONACOMS,,NSE_EQ|INE073K01018,782.65,69.75,77.51,-7.76,2026-09-02 10:00,33.95,49.62,-15.67,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 33.95 is 30-50
2026-09-02 10:01:07,NSE:PARAS,,NSE_EQ|INE045601023,1377.3,64.9,69.18,-4.28,2026-09-02 10:00,34.14,35.12,-0.98,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 34.14 is 30-50
2026-09-02 10:02:04,PAYTM,All Time High,NSE_EQ|INE982J01020,1609.6,71.03,75.05,-4.03,2026-09-02 10:00,34.86,40.62,-5.76,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 34.86 is 30-50
2026-09-02 10:01:47,AEGISLOG,All Time High,NSE_EQ|INE208C01025,1211.7,58.27,62.98,-4.71,2026-09-02 10:00,35.62,38.34,-2.73,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 35.62 is 30-50
2026-09-02 10:01:48,PARAS,Volume Shocker,NSE_EQ|INE045601023,1382.8,65.26,69.18,-3.92,2026-09-02 10:00,35.69,35.12,0.57,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 35.69 is 30-50
2026-09-02 10:01:50,JYOTICNC,Trend Breakout,NSE_EQ|INE980O01024,976.65,63.19,70.39,-7.2,2026-09-02 10:00,35.99,41.58,-5.59,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 35.99 is 30-50
2026-09-02 10:01:29,NSE:UNIMECH,,NSE_EQ|INE0U3I01011,1446.8,68.05,73.49,-5.44,2026-09-02 10:00,36.01,44.67,-8.66,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 36.01 is 30-50
2026-09-02 10:00:04,NSE:AEGISLOG,,NSE_EQ|INE208C01025,1213.7,58.38,62.98,-4.59,2026-09-02 10:00,36.07,38.34,-2.27,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 36.07 is 30-50
2026-09-02 10:01:08,NSE:RADICO,,NSE_EQ|INE944F01028,4440.1,73.73,83.72,-9.99,2026-09-02 10:00,36.19,40.96,-4.78,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 36.19 is 30-50
2026-09-02 10:00:57,NSE:LAURUSLABS,,NSE_EQ|INE947Q01028,1824.4,72.22,83.51,-11.3,2026-09-02 10:00,36.21,44.48,-8.27,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 36.21 is 30-50
2026-09-02 09:59:59,NSE:AARTIIND,,NSE_EQ|INE769A01020,518.25,59.79,66.26,-6.48,2026-09-02 09:00,36.89,45.15,-8.26,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 36.89 is 30-50
2026-09-02 10:02:29,GLAND,"Volume Shocker, 52 Week High, All Time High, Strong Momentum, Pullback Entry",NSE_EQ|INE068V01023,2831.6,69.71,72.7,-2.99,2026-09-02 10:00,37.03,45.5,-8.47,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 37.03 is 30-50
2026-09-02 10:00:42,NSE:GLAND,,NSE_EQ|INE068V01023,2834.7,69.87,72.7,-2.83,2026-09-02 10:00,37.7,45.5,-7.81,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 37.70 is 30-50
2026-09-02 09:59:53,NSE:LGEINDIA,IPO,NSE_EQ|INE324D01010,1663.0,54.91,56.84,-1.93,2026-09-02 09:00,38.24,36.35,1.89,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 38.24 is 30-50
2026-09-02 10:00:00,NSE:ABB,,NSE_EQ|INE117A01022,7293.5,56.15,60.23,-4.08,2026-09-02 10:00,38.36,45.25,-6.89,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 38.36 is 30-50
2026-09-02 10:00:34,NSE:DATAPATTNS,,NSE_EQ|INE0IX101010,4483.6,57.78,60.82,-3.04,2026-09-02 10:00,39.23,43.55,-4.32,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 39.23 is 30-50
2026-09-02 10:01:15,NSE:SOLARINDS,,NSE_EQ|INE343H01029,19885.0,67.59,72.62,-5.03,2026-09-02 10:00,39.38,45.45,-6.07,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 39.38 is 30-50
2026-09-02 10:01:34,E2E,,NSE_EQ|INE255Z01027,600.0,69.17,71.73,-2.55,2026-09-02 10:00,39.53,51.41,-11.88,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 39.53 is 30-50
2026-09-02 10:02:10,BALRAMCHIN,All Time High,NSE_EQ|INE119A01028,648.65,62.48,63.63,-1.15,2026-09-02 10:00,39.53,45.91,-6.38,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 39.53 is 30-50
2026-09-02 10:01:11,NSE:RRKABEL,,NSE_EQ|INE777K01022,2833.6,74.37,78.58,-4.21,2026-09-02 10:00,39.73,46.3,-6.56,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 39.73 is 30-50
