Scan Time,Symbol,Tag,Instrument Key,Current LTP,Current Week RSI,Previous Week RSI,Weekly RSI Change,Current Hour,Current Hourly RSI,Previous Hourly RSI,Hourly RSI Change,Hourly RSI Rising,Current 15m Candle,Current 15m RSI,Previous 15m Candle RSI,15m RSI Change,15m RSI Rising,15m Rising Count,History Transition,Category,Signal,Reason
2026-09-07 10:16:13,NSE:PVRINOX,,NSE_EQ|INE191H01014,1139.8,57.82,72.4,-14.58,2026-09-07 10:00,21.83,53.38,-31.54,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 57.82 > 50 + Hourly RSI 21.83 < 30
2026-09-07 10:15:10,NSE:BHARATFORG,,NSE_EQ|INE465A01025,1953.3,50.08,50.25,-0.17,2026-09-07 10:00,29.82,30.61,-0.78,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 50.08 > 50 + Hourly RSI 29.82 < 30
2026-09-07 10:16:01,NSE:NEULANDLAB,,NSE_EQ|INE794A01010,22610.0,72.0,72.39,-0.39,2026-09-07 10:00,30.88,32.06,-1.18,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 30.88 is 30-50
2026-09-07 10:15:56,NSE:NAUKRI,,NSE_EQ|INE663F01032,1299.3,63.35,66.1,-2.75,2026-09-07 10:00,31.78,40.43,-8.65,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 31.78 is 30-50
2026-09-07 10:16:05,NSE:OFSS,,NSE_EQ|INE881D01027,11854.0,65.16,67.77,-2.61,2026-09-07 10:00,31.79,45.03,-13.25,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 31.79 is 30-50
2026-09-07 10:16:23,NSE:STYL,,NSE_EQ|INE04VU01023,380.05,59.0,59.88,-0.88,2026-09-07 10:00,34.17,42.72,-8.55,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 34.17 is 30-50
2026-09-07 10:16:28,NSE:TATATECH,,NSE_EQ|INE142M01025,791.6,57.86,59.11,-1.24,2026-09-07 10:00,36.13,43.53,-7.39,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 36.13 is 30-50
2026-09-07 10:16:51,CYIENT,Volume Shocker,NSE_EQ|INE136B01020,1091.7,65.57,66.94,-1.37,2026-09-07 10:00,36.85,41.42,-4.57,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 36.85 is 30-50
2026-09-07 10:16:08,NSE:PERSISTENT,,NSE_EQ|INE262H01021,5575.0,55.12,56.71,-1.59,2026-09-07 10:00,37.32,45.57,-8.25,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 37.32 is 30-50
2026-09-07 10:15:20,NSE:CYIENT,,NSE_EQ|INE136B01020,1093.0,65.75,66.94,-1.19,2026-09-07 10:00,37.44,41.42,-3.98,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 37.44 is 30-50
2026-09-07 10:15:35,NSE:HINDCOPPER,,NSE_EQ|INE531E01026,516.9,51.11,52.09,-0.98,2026-09-07 10:00,38.58,47.84,-9.26,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 38.58 is 30-50
2026-09-07 10:16:14,NSE:SAIL,,NSE_EQ|INE114A01011,190.45,59.24,63.5,-4.25,2026-09-07 10:00,38.65,52.7,-14.05,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 38.65 is 30-50
2026-09-07 10:15:30,NSE:GODREJPROP,,NSE_EQ|INE484J01027,1946.5,51.27,53.42,-2.15,2026-09-07 10:00,38.92,47.94,-9.03,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 38.92 is 30-50
2026-09-07 10:15:55,NSE:NATIONALUM,,NSE_EQ|INE139A01034,370.4,50.99,52.02,-1.04,2026-09-07 10:00,39.2,47.12,-7.92,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 39.20 is 30-50
2026-09-07 10:15:27,NSE:ETERNAL,,NSE_EQ|INE758T01015,321.9,65.02,65.47,-0.45,2026-09-07 10:00,39.35,41.57,-2.22,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 39.35 is 30-50
2026-09-07 10:16:12,NSE:PRESTIGE,,NSE_EQ|INE811K01011,1561.1,52.14,54.27,-2.12,2026-09-07 10:00,39.77,46.54,-6.77,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 39.77 is 30-50
2026-09-07 10:15:18,NSE:COFORGE,,NSE_EQ|INE591G01025,1944.4,68.68,70.81,-2.13,2026-09-07 10:00,40.3,54.05,-13.75,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 40.30 is 30-50
2026-09-07 10:14:58,NSE:AKUMS,,NSE_EQ|INE09XN01023,760.35,71.74,72.98,-1.24,2026-09-07 10:00,40.59,44.4,-3.81,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 40.59 is 30-50
2026-09-07 10:14:53,NSE:LGEINDIA,IPO,NSE_EQ|INE324D01010,1646.1,53.8,53.49,0.31,2026-09-07 10:00,41.43,35.11,6.31,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 41.43 is 30-50
