Scan Time,Symbol,Tag,Instrument Key,Current LTP,Current Week RSI,Previous Week RSI,Weekly RSI Change,Current Hour,Current Hourly RSI,Previous Hourly RSI,Hourly RSI Change,Hourly RSI Rising,Current 15m Candle,Current 15m RSI,Previous 15m Candle RSI,15m RSI Change,15m RSI Rising,15m Rising Count,History Transition,Category,Signal,Reason
2026-09-21 15:00:58,CUPID,"Volume Shocker, 52 Week High",NSE_EQ|INE509F01029,253.3,69.47,75.72,-6.25,2026-09-21 15:00,12.9,18.22,-5.33,NO,,,,,,,15m logic removed,SETUP,🔥 SETUP,Weekly RSI 69.47 > 50 + Hourly RSI 12.90 < 30
2026-09-21 15:00:31,MANYAVAR,Volume Shocker,NSE_EQ|INE825V01034,537.55,59.25,60.74,-1.49,2026-09-21 15:00,34.45,40.38,-5.93,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 34.45 is 30-50
2026-09-21 15:00:07,NSE:SUNDRMFAST,Nifty-500-Top-9,NSE_EQ|INE387A01021,1209.8,70.24,73.2,-2.95,2026-09-21 15:00,36.97,44.42,-7.45,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 36.97 is 30-50
2026-09-21 15:00:02,NSE:KALYANKJIL,Nifty-500-Top-4,NSE_EQ|INE303R01014,579.7,63.16,63.67,-0.51,2026-09-21 15:00,37.13,39.4,-2.27,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 37.13 is 30-50
2026-09-21 15:00:27,CARTRADE,Volume Shocker,NSE_EQ|INE290S01011,2926.0,61.87,64.61,-2.73,2026-09-21 15:00,39.77,49.71,-9.94,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 39.77 is 30-50
2026-09-21 15:00:30,BALRAMCHIN,All Time High,NSE_EQ|INE119A01028,665.8,62.15,63.48,-1.34,2026-09-21 15:00,40.44,49.72,-9.28,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 40.44 is 30-50
2026-09-21 15:01:00,SKFINDUS,Volume Shocker,NSE_EQ|INE2J8701016,2886.5,58.05,62.64,-4.59,2026-09-21 15:00,41.93,51.11,-9.18,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 41.93 is 30-50
2026-09-21 15:00:10,E2E,,NSE_EQ|INE255Z01027,594.85,67.28,69.56,-2.28,2026-09-21 15:00,44.73,55.11,-10.38,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 44.73 is 30-50
2026-09-21 14:59:55,CPPLUS,IPO,NSE_EQ|INE819V01029,3460.0,59.21,57.13,2.09,2026-09-21 14:00,45.14,31.06,14.09,YES,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 45.14 is 30-50
2026-09-21 15:00:03,NSE:REDINGTON,Nifty-500-Top-5,NSE_EQ|INE891D01026,391.85,71.19,74.01,-2.81,2026-09-21 15:00,46.39,58.36,-11.97,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 46.39 is 30-50
2026-09-21 15:00:24,CYIENT,Volume Shocker,NSE_EQ|INE136B01020,1064.5,61.46,62.61,-1.16,2026-09-21 15:00,48.87,57.53,-8.66,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 48.87 is 30-50
2026-09-21 14:59:57,NSE:LGEINDIA,IPO,NSE_EQ|INE324D01010,1658.6,53.96,56.72,-2.77,2026-09-21 14:00,49.18,64.93,-15.75,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 49.18 is 30-50
2026-09-21 15:00:26,MAHABANK,Volume Shocker,NSE_EQ|INE457A01014,82.19,55.21,57.73,-2.52,2026-09-21 15:00,49.75,61.88,-12.12,NO,,,,,,,15m logic removed,WATCH,👀 WATCH,Hourly RSI 49.75 is 30-50
2026-09-21 15:00:28,JINDALSAW,"Volume Shocker, Watch for Entry",NSE_EQ|INE324A01032,292.8,61.62,60.78,0.84,2026-09-21 15:00,50.81,45.98,4.83,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 50.81 >= 50
2026-09-21 15:00:44,ALIVUS,"Trend Breakout, Volume Shocker, All Time High",NSE_EQ|INE03Q201024,1404.9,73.25,77.43,-4.19,2026-09-21 15:00,52.79,64.42,-11.63,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 52.79 >= 50
2026-09-21 15:00:47,PCJEWELLER,Volume Shocker,NSE_EQ|INE785M01021,12.85,65.2,64.65,0.56,2026-09-21 15:00,53.11,49.14,3.97,YES,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 53.11 >= 50
2026-09-21 15:00:18,ATHERENERG,Other,NSE_EQ|INE0LEZ01016,1599.0,73.61,77.41,-3.8,2026-09-21 15:00,53.67,67.49,-13.82,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 53.67 >= 50
2026-09-21 15:00:00,NSE:ATHERENERG,Nifty-500-Top-3,NSE_EQ|INE0LEZ01016,1599.1,73.62,77.41,-3.79,2026-09-21 15:00,53.7,67.49,-13.79,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 53.70 >= 50
2026-09-21 15:00:34,INOXINDIA,Volume Shocker,NSE_EQ|INE616N01034,2088.0,67.17,68.02,-0.85,2026-09-21 15:00,54.27,57.67,-3.4,NO,,,,,,,15m logic removed,WAIT,⏳ WAIT,Hourly RSI 54.27 >= 50
